dataset_id__Mareckova,cell_type,pathway,set_size__Mareckova,ES__Mareckova,NES__Mareckova,nominal_p_value__Mareckova,leading_edge_genes__Mareckova,within_cell_type_FDR__Mareckova,global_dataset_FDR__Mareckova,significant_within_cell_type_fdr_0_25__Mareckova,significant_global_dataset_fdr_0_25__Mareckova,dataset_id__Huang,set_size__Huang,ES__Huang,NES__Huang,nominal_p_value__Huang,leading_edge_genes__Huang,within_cell_type_FDR__Huang,global_dataset_FDR__Huang,significant_within_cell_type_fdr_0_25__Huang,significant_global_dataset_fdr_0_25__Huang,direction_concordant,significant_both_within_fdr_0_25,concordance_class
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_ADIPOGENESIS,183,-0.26563140442988764,-1.3068101323609018,0.018461538461538463,NKIRAS1;CAT;ATP5PO;SLC5A6;HIBCH;GBE1;UCK1;PPP1R15B;ACADS;ETFB;SOD1;ECHS1;UBC;TKT;ACOX1;PRDX3;NDUFAB1;SSPN;CMPK1;PIM3;JAGN1;POR;CYC1;IDH3G;GHITM;SUCLG1;SCP2;LAMA4;NDUFS3;DHRS7B;BAZ2A;BCL6;QDPR;PREB;FAH;DRAM2;MTCH2;MGST3;COQ9;CD151;RAB34;SLC66A3;PHYH;DECR1;COQ5;IDH3A;OMD;ELMOD3;SOWAHC;PGM1;PHLDB1;DNAJB9;SULT1A1;SAMM50;DNAJC15,0.048582995951417005,0.053511705685618735,True,True,Huang_GSE214411,188,-0.18127658799170066,-0.8799838075958227,0.7827586206896552,ATP1B3;GPAM;DHCR7;UQCR10;CAT;MGLL;GPX3;MIGA2;FZD4;CPT2;MTCH2;SLC25A10;DGAT1;MYLK;GPAT4;CAVIN2;UCK1;NMT1;IMMT;COQ9;ECHS1;TST;ABCB8;ELOVL6;RETSAT;UCP2,0.8327219369038885,0.8175024759160889,False,False,True,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_ALLOGRAFT_REJECTION,94,0.3835823095036496,1.6034051678073866,0.004885993485342019,CD74;HLA-DRA;SRGN;CDKN2A;IRF8;F2R;HLA-DMA;IGSF6;LIF;ETS1;ICAM1;STAT1;CCND2;GBP2;EIF3J;CXCL13;CSK;LYN,0.02035830618892508,0.02298762499521091,True,True,Huang_GSE214411,123,0.36004432659725083,1.720635615063783,0.004987531172069825,TGFB1;NPM1;DYRK3;ACHE;IL2RB;IRF8;GZMB;ABI1;KLRD1;CD40;AKT1;IFNGR2;PTPRC;BCL3;RPL39;IFNGR1;PRKCG;DEGS1;SOCS1;IL11;EIF3D;IL15;CFP;CD247;IGSF6;HIF1A;UBE2N;UBE2D1;EGFR;PSMB10;IL1B;IL4R;CCND3;MAP3K7;CD8B;CD3D,0.013958682300390844,0.010025188285567489,True,True,True,True,concordant_positive
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_ANDROGEN_RESPONSE,94,0.3828747964145635,1.6004477057054458,0.006514657980456026,SGK1;SCD;GUCY1A1;CCND1;DHCR24;IQGAP2;KRT8;KLK2;MAF;ABCC4;SPDEF;HOMER2;PDLIM5;B4GALT1;INSIG1;INPP4B;FADS1;SRF;GSR;RRP12;ARID5B;SAT1;STEAP4;ACTN1;PA2G4;PTK2B;ITGAV;ZMIZ1;ELK4;NCOA4,0.02171552660152009,0.02659044073655521,True,True,Huang_GSE214411,97,0.3209190255821035,1.450843840402524,0.01598173515981735,SAT1;SGK1;SLC38A2;UAP1;GSR;RPS6KA3;AKAP12;IDI1;INSIG1;VAPA;SMS;AKT1;ADAMTS1;SEC24D;SRP19;PLPP1;NDRG1;DNAJB9;SELENOP;ITGAV;NKX3-1;ACSL3;MAF;ALDH1A3;SRF;ELL2;HMGCS1;RRP12;ARID5B;GNAI3;ELK4;CCND3;B4GALT1;PIAS1;PGM3;RAB4A;STEAP4,0.03632212536322125,0.02828625692003071,True,True,True,True,concordant_positive
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_ANGIOGENESIS,24,0.6341947630278383,1.9651634446222985,0.0018050541516245488,SPP1;POSTN;STC1;FSTL1;CCND2;TNFRSF21;FGFR1;APP;SERPINA5;ITGAV;NRP1;VAV2;LUM;VEGFA;KCNJ8;MSX1,0.009025270758122744,0.011757789535567314,True,True,Huang_GSE214411,28,-0.20109192835693845,-0.6763035740703564,0.9142857142857143,VCAN;KCNJ8;SPP1;SERPINA5,0.9142857142857143,0.9235209235209235,False,False,False,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_APICAL_JUNCTION,141,0.4415917912096674,1.9542209623577251,0.0015527950310559005,VWF;CDH1;MPZL2;CLDN4;ITGA2;TRO;CNN2;CLDN7;ITGA9;MYH9;JUP;ITGA3;SRC;ACTN4;CNTN1;ICAM1;EPB41L2;CX3CL1;GTF2F1;ZYX;RSU1;B4GALT1;MYL9;SIRPA;INSIG1;SYMPK;TGFBI;CALB2;SDC3;CD34;PPP2R2C;MYH10;CD276;NF2;ITGB1;PFN1;ACTN1;JAM3;MSN;SHROOM2;PIK3R3;LAMA3;LAYN;STX4;VAV2;PTEN;PIK3CB;MMP2;BAIAP2;EXOC4;ADAM9;CTNND1;NLGN3;DHX16;RHOF;WNK4,0.009025270758122744,0.011689070718877849,True,True,Huang_GSE214411,154,-0.17607816593657566,-0.8310442620770337,0.8704663212435233,EPB41L2;HADH;TMEM8B;TJP1;HRAS;MYL9;VCAN;BMP1;LDLRAP1;PIK3R3;SKAP2;TAOK2;NEXN;LAMA3;YWHAH;ITGB1;THY1;INPPL1;TUBG1;NECTIN1;SHROOM2;ITGA2;VWF,0.8882309400444115,0.8872245427048826,False,False,False,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_APICAL_SURFACE,27,0.4534223972908631,1.4226224789021178,0.07536764705882353,FLOT2;ATP8B1;CX3CL1;EFNA5;B4GALT1;LYN;HSPB1;APP;ADIPOR2;SHROOM2;AKAP7;SRPX,0.15073529411764705,0.16384271099744244,True,True,Huang_GSE214411,32,-0.27981930570163926,-0.9672763966637843,0.4897579143389199,AKAP7;NCOA6;TMEM8B;ATP8B1;THY1;BRCA1;SHROOM2;NTNG1,0.6278947619729742,0.5472155467473966,False,False,False,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_APOPTOSIS,133,0.2682867021973027,1.174354744921084,0.17475728155339806,KRT18;CLU;CCND1;TNFSF10;BMF;F2R;TOP2A;DPYD;RETSAT;BGN;CASP8;CDK2;CCND2;PAK1;HSPB1;PDCD4;ERBB2;APP;HGF;SC5D;GSR;SAT1;PDGFRB;ADD1;CASP7;PMAIP1;NEFH;MADD;CDKN1A;PEA15;MMP2;EBP;LUM;IER3;ROCK1;BCL2L1;ANXA1;ISG20,0.2592044011849344,0.28852822860313493,False,False,Huang_GSE214411,146,0.42343289853143756,2.057415865677073,0.0025575447570332483,SMAD7;EMP1;PPP3R1;EGR3;CDKN1A;DNAJA1;GADD45A;BMP2;PDGFRB;SAT1;TIMP3;AVPR1A;GSR;VDAC2;BTG3;PLAT;TNFRSF12A;DCN;BCL2L11;GCH1;TGFBR3;HMGB2;HMOX1;RARA;PEA15;LMNA;ANXA1;CTNNB1;LGALS3;PMAIP1;IER3;ATF3;WEE1;IFNGR1;ENO2;BTG2;ETF1;CASP7;SQSTM1;CASP3;BCL2L10;SLC20A1;BNIP3L;CASP1;HGF,0.010993843447669306,0.006809090135330666,True,True,True,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_BILE_ACID_METABOLISM,78,-0.3029450255963854,-1.3039656304878282,0.06510416666666667,CAT;GCLM;GNPAT;SLC35B2;FDXR;PEX11A;SOD1;CYP46A1;IDH2;PEX7;CYP27A1;PRDX5;SCP2;HSD17B11;MLYCD;HACL1;IDI1;ISOC1;SOAT2;PEX16;PEX11G;PEX13;PAOX;DIO2;PHYH;PNPLA8;ACSL1;HSD17B6;EFHC1;PXMP2;SLC27A5;ALDH9A1,0.146484375,0.15052986512524086,True,True,Huang_GSE214411,82,0.2186373398167778,0.955217043690147,0.5497737556561086,SLC23A2;CH25H;ABCA8;IDI1;ABCA1;PNPLA8;HSD17B6;NPC1;SLC35B2;HSD17B11;TTR;ABCA2;SCP2;PXMP2;PEX7,0.6704557995806203,0.60084563459684,False,False,False,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_CHOLESTEROL_HOMEOSTASIS,67,0.3283466301343483,1.2835934401096962,0.10099337748344371,CLU;SCD;STARD4;FADS2;PLSCR1;SREBF2;LGMN;PDK3;TMEM97;LDLR;CD9;ANTXR2;CHKA;SC5D;TP53INP1;CYP51A1,0.18702477311748833,0.19706024874818287,True,True,Huang_GSE214411,70,0.214017742487165,0.9013557767973448,0.6785714285714286,ERRFI1;AVPR1A;LSS;IDI1;TNFRSF12A;CTNNB1;LGALS3;ATF3;FBXO6;ABCA2;TRIB3;STX5;HMGCS1;NFIL3;PDK3;PLAUR;PLSCR1;LDLR;ATF5;ALDOC;PNRC1;SCD;PPARG;FASN,0.7875264270613108,0.727074208717446,False,False,True,False,not_significant_in_both
Mareckova_E-MTAB-14039,dStromal_early,HALLMARK_COAGULATION,84,0.4354841903514959,1.7765571403003542,0.0017035775127768314,DUSP6;VWF;CTSV;CLU;ITGA2;MMP11;C3;MMP14;P2RY1;APOC1;HTRA1;A2M;LTA4H;LGMN;ANG;TFPI2;MMP7;PROS1;CFI;CD9;CTSK;RGN,0.009025270758122744,0.011689070718877849,True,True,Huang_GSE214411,94,0.2752880376190168,1.2308442276249398,0.13580246913580246,THBS1;SERPINE1;DUSP14;APOC1;TIMP3;MMP14;PLAT;FYN;PREP;FN1;ANXA1;ARF4;GNB2;CTSH;CTSK;F3;MAFF;LEFTY2;F10;S100A13,0.21903624054161688,0.1781015988666262,True,True,True,True,concordant_positive
